sample-id	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	sample_comment	city	country
sample-194	DRR017413	AMPLICON	400	2108537	PRJDB1664	SAMD00008766	1323831	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015707	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008766	DRP001948	DRS015197	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-195	DRR017414	AMPLICON	400	2219254	PRJDB1664	SAMD00008758	1343865	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015708	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008758	DRP001948	DRS015198	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-196	DRR017415	AMPLICON	403	544221	PRJDB1664	SAMD00008765	351120	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015709	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008765	DRP001948	DRS015199	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-197	DRR017416	AMPLICON	402	2357640	PRJDB1664	SAMD00008747	1447474	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015710	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008747	DRP001948	DRS015200	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-198	DRR017417	AMPLICON	404	2586122	PRJDB1664	SAMD00008742	1550535	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015711	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008742	DRP001948	DRS015201	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-199	DRR017418	AMPLICON	405	2810623	PRJDB1664	SAMD00008748	1648398	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015712	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008748	DRP001948	DRS015202	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-200	DRR017419	AMPLICON	402	1318293	PRJDB1664	SAMD00008755	819034	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015713	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008755	DRP001948	DRS015203	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-201	DRR017420	AMPLICON	399	2092702	PRJDB1664	SAMD00008760	1309047	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015714	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008760	DRP001948	DRS015204	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-202	DRR017421	AMPLICON	402	1310333	PRJDB1664	SAMD00008744	806356	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015715	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008744	DRP001948	DRS015205	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-203	DRR017422	AMPLICON	401	1185072	PRJDB1664	SAMD00008741	753169	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015716	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008741	DRP001948	DRS015206	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-204	DRR017423	AMPLICON	405	2096580	PRJDB1664	SAMD00008757	1242079	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015717	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008757	DRP001948	DRS015207	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-205	DRR017424	AMPLICON	400	1208342	PRJDB1664	SAMD00008745	759930	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015718	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008745	DRP001948	DRS015208	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-206	DRR017425	AMPLICON	399	1919027	PRJDB1664	SAMD00008750	1189727	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015719	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008750	DRP001948	DRS015209	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-207	DRR017426	AMPLICON	403	1513373	PRJDB1664	SAMD00008762	907972	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015720	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008762	DRP001948	DRS015210	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-208	DRR017427	AMPLICON	400	1351093	PRJDB1664	SAMD00008759	843964	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015721	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008759	DRP001948	DRS015211	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-209	DRR017428	AMPLICON	400	981910	PRJDB1664	SAMD00008754	624498	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015722	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008754	DRP001948	DRS015212	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-210	DRR017429	AMPLICON	400	2014558	PRJDB1664	SAMD00008763	1265046	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015723	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008763	DRP001948	DRS015213	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-211	DRR017430	AMPLICON	400	2324030	PRJDB1664	SAMD00008752	1432038	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015724	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008752	DRP001948	DRS015214	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-212	DRR017431	AMPLICON	400	1172262	PRJDB1664	SAMD00008749	751070	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015725	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008749	DRP001948	DRS015215	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-213	DRR017432	AMPLICON	403	2743048	PRJDB1664	SAMD00008746	1590989	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015726	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008746	DRP001948	DRS015216	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-214	DRR017433	AMPLICON	400	1150206	PRJDB1664	SAMD00008751	724580	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015727	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008751	DRP001948	DRS015217	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-215	DRR017434	AMPLICON	400	1336395	PRJDB1664	SAMD00008753	838874	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015728	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008753	DRP001948	DRS015218	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-216	DRR017435	AMPLICON	405	1978290	PRJDB1664	SAMD00008743	1173188	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015729	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008743	DRP001948	DRS015219	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-217	DRR017436	AMPLICON	401	2215673	PRJDB1664	SAMD00008756	1375933	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015730	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008756	DRP001948	DRS015220	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-218	DRR017437	AMPLICON	399	2482245	PRJDB1664	SAMD00008768	1529249	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015731	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008768	DRP001948	DRS015221	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-219	DRR017438	AMPLICON	401	1323008	PRJDB1664	SAMD00008761	827809	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015732	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008761	DRP001948	DRS015222	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-220	DRR017439	AMPLICON	404	2041943	PRJDB1664	SAMD00008764	1192812	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015733	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008764	DRP001948	DRS015223	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
sample-221	DRR017440	AMPLICON	404	1997393	PRJDB1664	SAMD00013385	1175855	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015734	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013385	DRP001949	DRS015224	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-222	DRR017441	AMPLICON	404	2489899	PRJDB1664	SAMD00013376	1495598	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015735	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013376	DRP001949	DRS015225	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-223	DRR017442	AMPLICON	402	2793086	PRJDB1664	SAMD00013361	1638001	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015736	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013361	DRP001949	DRS015226	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-224	DRR017443	AMPLICON	403	2483243	PRJDB1664	SAMD00013374	1470819	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015737	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013374	DRP001949	DRS015227	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-225	DRR017444	AMPLICON	404	2556332	PRJDB1664	SAMD00013373	1503624	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015738	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013373	DRP001949	DRS015228	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-226	DRR017445	AMPLICON	404	2294480	PRJDB1664	SAMD00013396	1368095	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015739	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013396	DRP001949	DRS015229	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-227	DRR017446	AMPLICON	403	2639707	PRJDB1664	SAMD00013399	1522275	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015740	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013399	DRP001949	DRS015230	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-228	DRR017447	AMPLICON	403	2256798	PRJDB1664	SAMD00013392	1382693	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015741	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013392	DRP001949	DRS015231	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-229	DRR017448	AMPLICON	403	2498702	PRJDB1664	SAMD00013367	1455917	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015742	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013367	DRP001949	DRS015232	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-230	DRR017449	AMPLICON	404	2314940	PRJDB1664	SAMD00013380	1356889	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015743	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013380	DRP001949	DRS015233	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-231	DRR017450	AMPLICON	403	2330752	PRJDB1664	SAMD00013400	1354727	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015744	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013400	DRP001949	DRS015234	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-232	DRR017451	AMPLICON	403	3116295	PRJDB1664	SAMD00013378	1817473	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015745	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013378	DRP001949	DRS015235	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-233	DRR017452	AMPLICON	403	2505185	PRJDB1664	SAMD00013365	1456658	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015746	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013365	DRP001949	DRS015236	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-234	DRR017453	AMPLICON	403	2030628	PRJDB1664	SAMD00013402	1189898	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015747	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013402	DRP001949	DRS015237	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-235	DRR017454	AMPLICON	403	3630979	PRJDB1664	SAMD00013377	2113009	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015748	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013377	DRP001949	DRS015238	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-236	DRR017455	AMPLICON	403	2896596	PRJDB1664	SAMD00013391	1687951	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015749	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013391	DRP001949	DRS015239	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-237	DRR017456	AMPLICON	403	1629626	PRJDB1664	SAMD00013369	969292	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015750	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013369	DRP001949	DRS015240	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-238	DRR017457	AMPLICON	403	2507534	PRJDB1664	SAMD00013362	1461088	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015751	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013362	DRP001949	DRS015241	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-239	DRR017458	AMPLICON	403	2103125	PRJDB1664	SAMD00013363	1236360	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015752	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013363	DRP001949	DRS015242	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-240	DRR017459	AMPLICON	404	2835433	PRJDB1664	SAMD00013384	1685477	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015753	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013384	DRP001949	DRS015243	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-241	DRR017460	AMPLICON	403	2958685	PRJDB1664	SAMD00013379	1740021	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015754	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013379	DRP001949	DRS015244	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-242	DRR017461	AMPLICON	403	2888426	PRJDB1664	SAMD00013397	1680966	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015755	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013397	DRP001949	DRS015245	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-243	DRR017462	AMPLICON	403	3277594	PRJDB1664	SAMD00013387	1890095	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015756	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013387	DRP001949	DRS015246	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-244	DRR017463	AMPLICON	403	2559355	PRJDB1664	SAMD00013370	1494849	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015757	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013370	DRP001949	DRS015247	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-245	DRR017464	AMPLICON	403	2721934	PRJDB1664	SAMD00013372	1570439	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015758	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013372	DRP001949	DRS015248	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-246	DRR017465	AMPLICON	403	2922004	PRJDB1664	SAMD00013368	1701375	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015759	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013368	DRP001949	DRS015249	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-247	DRR017466	AMPLICON	405	2459864	PRJDB1664	SAMD00013395	1428334	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015760	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013395	DRP001949	DRS015250	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-248	DRR017467	AMPLICON	402	2524837	PRJDB1664	SAMD00013398	1467791	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015761	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013398	DRP001949	DRS015251	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-249	DRR017468	AMPLICON	403	2544231	PRJDB1664	SAMD00013390	1465599	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015762	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013390	DRP001949	DRS015252	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-250	DRR017469	AMPLICON	404	2664821	PRJDB1664	SAMD00013403	1560774	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015763	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013403	DRP001949	DRS015253	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-251	DRR017470	AMPLICON	403	2481230	PRJDB1664	SAMD00013388	1446313	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015764	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013388	DRP001949	DRS015254	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-252	DRR017471	AMPLICON	403	2894431	PRJDB1664	SAMD00013371	1717987	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015765	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013371	DRP001949	DRS015255	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-253	DRR017472	AMPLICON	404	2565955	PRJDB1664	SAMD00013386	1493044	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015766	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013386	DRP001949	DRS015256	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-254	DRR017473	AMPLICON	404	677798	PRJDB1664	SAMD00013381	419208	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015767	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013381	DRP001949	DRS015257	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-255	DRR017474	AMPLICON	403	3407206	PRJDB1664	SAMD00013401	1975172	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015768	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013401	DRP001949	DRS015258	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-256	DRR017475	AMPLICON	403	2784553	PRJDB1664	SAMD00013389	1612998	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015769	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013389	DRP001949	DRS015259	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-257	DRR017476	AMPLICON	403	2262225	PRJDB1664	SAMD00013383	1333705	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015770	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013383	DRP001949	DRS015260	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
sample-258	DRR017477	AMPLICON	403	3266173	PRJDB1664	SAMD00013382	1869332	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015771	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013382	DRP001949	DRS015261	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
