sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_body_product,host_diet,host,host_subject_id,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,misc_param,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study
sample-123,SRR15032327,AMPLICON,301,858151,PRJNA743361,SAMN20031494,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",454652,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343920,USA,North America,USA: California,stool,Fermented,Homo sapiens,8026,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v272,2027,37.4275 N 122.1697 W,fefifo_8026_2_60__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8026_2_60,2027,SRP326733
sample-124,SRR15032328,AMPLICON,301,1701252,PRJNA743361,SAMN20031251,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",812145,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343919,USA,North America,USA: California,stool,Fermented,Homo sapiens,8014,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v29,6015,37.4275 N 122.1697 W,fefifo_8014_6_123__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8014_6_123,6015,SRP326733
sample-125,SRR15032329,AMPLICON,301,2835119,PRJNA743361,SAMN20031493,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1314520,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343918,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v271,6007,37.4275 N 122.1697 W,fefifo_8006_6_6__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_6_6,6007,SRP326733
sample-126,SRR15032330,AMPLICON,301,5035429,PRJNA743361,SAMN20031492,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2213028,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343917,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v270,1004,37.4275 N 122.1697 W,fefifo_8002_1_59__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_1_59,1004,SRP326733
sample-127,SRR15032331,AMPLICON,301,2552179,PRJNA743361,SAMN20031491,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1164663,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343916,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v269,2004,37.4275 N 122.1697 W,fefifo_8002_2_58__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_2_58,2004,SRP326733
sample-128,SRR15032332,AMPLICON,301,5199775,PRJNA743361,SAMN20031490,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2291474,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343915,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v268,3004,37.4275 N 122.1697 W,fefifo_8002_3_57__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_3_57,3004,SRP326733
sample-129,SRR15032333,AMPLICON,301,3635177,PRJNA743361,SAMN20031489,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1624289,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343914,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v267,4004,37.4275 N 122.1697 W,fefifo_8002_4_56__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_4_56,4004,SRP326733
sample-130,SRR15032334,AMPLICON,301,4313932,PRJNA743361,SAMN20031488,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1911646,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343913,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v266,2003,37.4275 N 122.1697 W,fefifo_8003_2_55__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_2_55,2003,SRP326733
sample-131,SRR15032335,AMPLICON,301,3481366,PRJNA743361,SAMN20031487,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1597704,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343912,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v265,1003,37.4275 N 122.1697 W,fefifo_8003_1_54__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_1_54,1003,SRP326733
sample-132,SRR15032336,AMPLICON,301,5156732,PRJNA743361,SAMN20031486,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2252787,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343911,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v264,3003,37.4275 N 122.1697 W,fefifo_8003_3_53__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_3_53,3003,SRP326733
sample-133,SRR15032337,AMPLICON,301,5480006,PRJNA743361,SAMN20031485,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2401313,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343910,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v263,4003,37.4275 N 122.1697 W,fefifo_8003_4_52__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_4_52,4003,SRP326733
sample-134,SRR15032338,AMPLICON,301,6226185,PRJNA743361,SAMN20031484,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2747633,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343909,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v262,4002,37.4275 N 122.1697 W,fefifo_8001_4_51__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_4_51,4002,SRP326733
sample-135,SRR15032340,AMPLICON,301,5652780,PRJNA743361,SAMN20031483,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2500988,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343907,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v261,3002,37.4275 N 122.1697 W,fefifo_8001_3_50__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_3_50,3002,SRP326733
sample-136,SRR15032341,AMPLICON,301,1616370,PRJNA743361,SAMN20031482,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",762300,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343906,USA,North America,USA: California,stool,Fiber,Homo sapiens,8022,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v260,2024,37.4275 N 122.1697 W,fefifo_8022_2_5__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8022_2_5,2024,SRP326733
sample-137,SRR15032342,AMPLICON,301,1062831,PRJNA743361,SAMN20031481,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",535928,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343905,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v259,2002,37.4275 N 122.1697 W,fefifo_8001_2_49__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_2_49,2002,SRP326733
sample-138,SRR15032343,AMPLICON,301,1588979,PRJNA743361,SAMN20031480,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",749253,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343904,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v258,1002,37.4275 N 122.1697 W,fefifo_8001_1_48__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_1_48,1002,SRP326733
sample-139,SRR15032344,AMPLICON,301,2431177,PRJNA743361,SAMN20031479,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1133310,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343903,USA,North America,USA: California,stool,Fermented,Homo sapiens,8016,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v257,1017,37.4275 N 122.1697 W,fefifo_8016_1_43__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8016_1_43,1017,SRP326733
sample-140,SRR15032345,AMPLICON,301,3687250,PRJNA743361,SAMN20031478,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1653485,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343902,USA,North America,USA: California,stool,Fiber,Homo sapiens,8022,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v256,1024,37.4275 N 122.1697 W,fefifo_8022_1_42__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8022_1_42,1024,SRP326733
sample-141,SRR15032346,AMPLICON,301,4475870,PRJNA743361,SAMN20031477,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1985252,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343901,USA,North America,USA: California,stool,Fermented,Homo sapiens,8016,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v255,2017,37.4275 N 122.1697 W,fefifo_8016_2_41__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8016_2_41,2017,SRP326733
sample-142,SRR15032347,AMPLICON,301,6094046,PRJNA743361,SAMN20031476,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2695039,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343900,USA,North America,USA: California,stool,Fermented,Homo sapiens,8014,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v254,1015,37.4275 N 122.1697 W,fefifo_8014_1_40__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8014_1_40,1015,SRP326733
sample-143,SRR15032348,AMPLICON,301,3492804,PRJNA743361,SAMN20031475,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1594532,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343899,USA,North America,USA: California,stool,Fermented,Homo sapiens,8033,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v253,1034,37.4275 N 122.1697 W,fefifo_8033_1_4__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8033_1_4,1034,SRP326733
sample-144,SRR15032349,AMPLICON,301,5807795,PRJNA743361,SAMN20031474,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2607542,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343898,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v252,5003,37.4275 N 122.1697 W,fefifo_8003_5_38__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_5_38,5003,SRP326733
sample-145,SRR15032350,AMPLICON,301,2091348,PRJNA743361,SAMN20031249,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",973445,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343897,USA,North America,USA: California,stool,Fermented,Homo sapiens,8030,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v27,1031,37.4275 N 122.1697 W,fefifo_8030_1_121__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8030_1_121,1031,SRP326733
sample-146,SRR15032351,AMPLICON,301,1033032,PRJNA743361,SAMN20031473,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",515976,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343896,USA,North America,USA: California,stool,Fiber,Homo sapiens,8018,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v251,2019,37.4275 N 122.1697 W,fefifo_8018_2_37__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8018_2_37,2019,SRP326733
sample-147,SRR15032352,AMPLICON,301,1756636,PRJNA743361,SAMN20031472,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",832557,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343895,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v250,5004,37.4275 N 122.1697 W,fefifo_8002_5_36__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_5_36,5004,SRP326733
sample-148,SRR15032353,AMPLICON,301,2834216,PRJNA743361,SAMN20031471,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1275668,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343894,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v249,5002,37.4275 N 122.1697 W,fefifo_8001_5_35__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_5_35,5002,SRP326733
sample-149,SRR15032354,AMPLICON,301,2714117,PRJNA743361,SAMN20031470,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1238063,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343893,USA,North America,USA: California,stool,Fermented,Homo sapiens,8014,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v248,2015,37.4275 N 122.1697 W,fefifo_8014_2_34__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8014_2_34,2015,SRP326733
sample-150,SRR15032355,AMPLICON,301,3609291,PRJNA743361,SAMN20031469,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1637924,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343892,USA,North America,USA: California,stool,Fermented,Homo sapiens,8032,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v247,8033,37.4275 N 122.1697 W,fefifo_8032_8_338__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8032_8_338,8033,SRP326733
sample-151,SRR15032356,AMPLICON,301,15283877,PRJNA743361,SAMN20031468,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",6455399,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343891,USA,North America,USA: California,stool,Fermented,Homo sapiens,8021,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v246,9022,37.4275 N 122.1697 W,fefifo_8021_9_335__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8021_9_335,9022,SRP326733
sample-152,SRR15032357,AMPLICON,301,9135952,PRJNA743361,SAMN20031467,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",3974175,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343890,USA,North America,USA: California,stool,Fermented,Homo sapiens,8021,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v245,8022,37.4275 N 122.1697 W,fefifo_8021_8_334__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8021_8_334,8022,SRP326733
sample-153,SRR15032358,AMPLICON,301,4841886,PRJNA743361,SAMN20031466,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2113232,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343889,USA,North America,USA: California,stool,Fiber,Homo sapiens,8041,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v244,9041,37.4275 N 122.1697 W,fefifo_8041_9_333__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8041_9_333,9041,SRP326733
sample-154,SRR15032360,AMPLICON,301,3144246,PRJNA743361,SAMN20031464,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1413257,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343887,USA,North America,USA: California,stool,Fiber,Homo sapiens,8039,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v242,9040,37.4275 N 122.1697 W,fefifo_8039_9_331__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8039_9_331,9040,SRP326733
sample-155,SRR15032361,AMPLICON,301,2077201,PRJNA743361,SAMN20031248,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",981730,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343886,USA,North America,USA: California,stool,Fermented,Homo sapiens,8014,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v26,5015,37.4275 N 122.1697 W,fefifo_8014_5_120__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8014_5_120,5015,SRP326733
sample-156,SRR15032362,AMPLICON,301,2615088,PRJNA743361,SAMN20031463,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1185693,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343885,USA,North America,USA: California,stool,Fiber,Homo sapiens,8039,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v241,8040,37.4275 N 122.1697 W,fefifo_8039_8_330__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8039_8_330,8040,SRP326733
sample-157,SRR15032363,AMPLICON,301,3625545,PRJNA743361,SAMN20031462,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1640861,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343884,USA,North America,USA: California,stool,Fermented,Homo sapiens,8011,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v240,1012,37.4275 N 122.1697 W,fefifo_8011_1_33__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8011_1_33,1012,SRP326733
sample-158,SRR15032364,AMPLICON,301,3122574,PRJNA743361,SAMN20031461,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1428403,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343883,USA,North America,USA: California,stool,Fiber,Homo sapiens,8039,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v239,7040,37.4275 N 122.1697 W,fefifo_8039_7_329__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8039_7_329,7040,SRP326733
sample-159,SRR15032365,AMPLICON,301,6401668,PRJNA743361,SAMN20031460,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2890593,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343882,USA,North America,USA: California,stool,Fiber,Homo sapiens,8036,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v238,9037,37.4275 N 122.1697 W,fefifo_8036_9_328__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8036_9_328,9037,SRP326733
sample-160,SRR15032366,AMPLICON,301,15227891,PRJNA743361,SAMN20031459,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",6643530,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343881,USA,North America,USA: California,stool,Fiber,Homo sapiens,8035,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v237,9036,37.4275 N 122.1697 W,fefifo_8035_9_327__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8035_9_327,9036,SRP326733
sample-161,SRR15032367,AMPLICON,301,14479906,PRJNA743361,SAMN20031458,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",6291690,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343880,USA,North America,USA: California,stool,Fiber,Homo sapiens,8035,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v236,8036,37.4275 N 122.1697 W,fefifo_8035_8_326__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8035_8_326,8036,SRP326733
sample-162,SRR15032368,AMPLICON,301,13446272,PRJNA743361,SAMN20031457,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",5867728,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343879,USA,North America,USA: California,stool,Fiber,Homo sapiens,8035,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v235,6036,37.4275 N 122.1697 W,fefifo_8035_6_325__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8035_6_325,6036,SRP326733
sample-163,SRR15032369,AMPLICON,301,4782589,PRJNA743361,SAMN20031456,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2089101,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343878,USA,North America,USA: California,stool,Fiber,Homo sapiens,8023,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v234,8023,37.4275 N 122.1697 W,fefifo_8023_8_324__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8023_8_324,8023,SRP326733
