sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Label,lat_lon,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,groups,city
sample-141,SRR1298588,AMPLICON,543,3588761,PRJNA247489,SAMN02781557,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7876515,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552850,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 39,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,39-BO-VG-F,SRP042234,VG,Bologna
sample-142,SRR1298589,AMPLICON,574,4126796,PRJNA247489,SAMN02781449,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8948696,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552851,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 39,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,39-PR-O-F,SRP042234,O,Parma
sample-143,SRR1298590,AMPLICON,501,2133702,PRJNA247489,SAMN02781491,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4747036,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552852,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 39,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,39-TO-VG-F,SRP042234,VG,Torino
sample-144,SRR1298591,AMPLICON,890,6387786,PRJNA247489,SAMN02781524,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16267232,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552853,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 41,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,41-TO-VG-F,SRP042234,VG,Torino
sample-145,SRR1298592,AMPLICON,585,5071004,PRJNA247489,SAMN02781438,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11032498,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552854,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 42,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,42-BO-O-F,SRP042234,O,Bologna
sample-146,SRR1298593,AMPLICON,869,6519896,PRJNA247489,SAMN02781492,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16465285,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552855,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 42,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,42-TO-VG-F,SRP042234,VG,Torino
sample-147,SRR1298594,AMPLICON,548,3710463,PRJNA247489,SAMN02781530,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8133091,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552856,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 43,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,43-TO-O-F,SRP042234,O,Torino
sample-148,SRR1298595,AMPLICON,560,4025194,PRJNA247489,SAMN02781436,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8740568,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552857,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 44,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,44-BO-V-F,SRP042234,V,Bologna
sample-149,SRR1298596,AMPLICON,499,3679345,PRJNA247489,SAMN02781525,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8255522,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552858,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 44,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,44-TO-V-F,SRP042234,V,Torino
sample-150,SRR1298597,AMPLICON,574,3931591,PRJNA247489,SAMN02781437,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8482829,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552859,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 45,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,45-BO-V-F,SRP042234,V,Bologna
